,FTR,Season,HomeTeamID,AwayTeamID,Outcome,Ha,Aa,Hb,Ab,ProbA,ProbD,ProbH,Prediction
1870,1.0,5.0,19.0,4.0,1.0,0.1755182427066959,0.040707597337408793,0.39081785125818874,0.10794086248394069,0.1775451138846121,0.2642205849067898,0.5582283809206661,2.0
1871,2.0,5.0,22.0,28.0,2.0,0.06842914914978071,0.03694605165814751,0.14620462723822727,-0.039744666582465796,0.21908033742808974,0.25671951549743877,0.5241918410777925,2.0
1872,1.0,5.0,5.0,31.0,1.0,0.1415293502181817,-0.03990591591527853,0.046716097517463875,-0.09926402375813823,0.1939755000954856,0.23342789349867732,0.5725726621153118,2.0
1873,2.0,5.0,17.0,30.0,2.0,-0.05699661326550662,-0.020173431513730335,-0.08140059889369855,-0.18190879782494904,0.25751238245508284,0.25237734634878,0.49010048075361834,2.0
1874,0.0,5.0,20.0,16.0,0.0,0.006338670154666718,0.3487712881932555,-0.01429789109969542,0.49517101941632635,0.5091119878007907,0.2690061500191515,0.2218771398874719,0.0
1875,2.0,5.0,10.0,14.0,2.0,0.06407220392116335,0.003796351371731659,0.09610346416301621,0.19396315687576207,0.27660521084478673,0.2927100913911149,0.4306834191456593,2.0
1876,0.0,5.0,27.0,0.0,0.0,-0.15350777014722072,0.5465171029865558,-0.14159177999178493,0.4325416128434352,0.6598233236750922,0.2043957229179872,0.13571813314155395,0.0
1877,0.0,5.0,25.0,5.0,0.0,0.014397791057846209,0.11749562553081302,0.030290254602123833,0.06192551190572188,0.3080678937167974,0.273679958457365,0.41824936065609564,2.0
1878,0.0,5.0,14.0,22.0,0.0,0.0010408239635662756,0.0746300355570294,0.13530261361728058,0.16100785818900565,0.2918682711995666,0.2950202969819048,0.413110378160043,2.0
1879,0.0,5.0,24.0,25.0,0.0,-0.03722967709745763,0.007945702410173231,0.18294922219595058,0.0006071621596663128,0.23580701739235627,0.28187585361667106,0.48231457758245055,2.0
1880,2.0,5.0,1.0,20.0,2.0,0.43502909091923087,-0.005297882008655104,0.6867699117593766,-0.05742754004392868,0.06642496423140522,0.1573962812295068,0.7760088525666184,2.0
1881,1.0,5.0,31.0,17.0,1.0,-0.052425093785413095,-0.030232717174518527,-0.06941573910298127,-0.10627779510437098,0.269257915198117,0.262828192160942,0.4679082863275284,2.0
1882,2.0,5.0,9.0,5.0,2.0,0.0223238581277711,0.14171437285831454,0.11538323154710123,0.06956591012519657,0.2902689141863861,0.2765444283753954,0.43318405571334684,2.0
1883,1.0,5.0,16.0,27.0,1.0,0.38424977299485397,-0.1638720034000297,0.5086377262924519,-0.14147309399652713,0.06395986001503154,0.15042228216063552,0.7853991110056581,2.0
1884,2.0,5.0,4.0,10.0,2.0,0.04353000714134862,0.1121885254619629,0.11705897414802065,0.09919054030680924,0.2835084712478483,0.278966370009894,0.4375227777397972,2.0
